,tp,tn,fp,fn,iou,recall,precision
unet_model_83_0_metrics,0.0,327148028.0,7684.0,0.0,0.0,,0.0
unet_model_13_0_metrics,0.0,327148438.0,7274.0,0.0,0.0,,0.0
unet_model_40_0_metrics,0.0,327152561.0,3151.0,0.0,0.0,,0.0
unet_model_35_0_metrics,0.0,327149676.0,6036.0,0.0,0.0,,0.0
unet_model_93_0_metrics,0.0,327149381.0,6331.0,0.0,0.0,,0.0
unet_model_49_0_metrics,0.0,327149931.0,5781.0,0.0,0.0,,0.0
unet_model_84_0_metrics,0.0,327150581.0,5131.0,0.0,0.0,,0.0
unet_model_88_0_metrics,0.0,327150091.0,5621.0,0.0,0.0,,0.0
unet_model_73_0_metrics,0.0,327149873.0,5839.0,0.0,0.0,,0.0
unet_model_06_0_metrics,0.0,327149638.0,6074.0,0.0,0.0,,0.0
unet_model_27_0_metrics,0.0,327147786.0,7926.0,0.0,0.0,,0.0
unet_model_38_0_metrics,0.0,327149355.0,6357.0,0.0,0.0,,0.0
unet_model_50_0_metrics,0.0,327149021.0,6691.0,0.0,0.0,,0.0
unet_model_96_0_metrics,0.0,327149632.0,6080.0,0.0,0.0,,0.0
unet_model_44_0_metrics,0.0,327151868.0,3844.0,0.0,0.0,,0.0
unet_model_98_0_metrics,0.0,327149072.0,6640.0,0.0,0.0,,0.0
unet_model_02_0_metrics,0.0,327151590.0,4122.0,0.0,0.0,,0.0
unet_model_87_0_metrics,0.0,327148737.0,6975.0,0.0,0.0,,0.0
unet_model_01_0_metrics,0.0,327148218.0,7494.0,0.0,0.0,,0.0
unet_model_26_0_metrics,0.0,327147798.0,7914.0,0.0,0.0,,0.0
unet_model_54_0_metrics,0.0,327151345.0,4367.0,0.0,0.0,,0.0
unet_model_74_0_metrics,0.0,327149886.0,5826.0,0.0,0.0,,0.0
unet_model_60_0_metrics,0.0,327149105.0,6607.0,0.0,0.0,,0.0
