,tp,tn,fp,fn,iou,recall,precision
unet_model_52_0_metrics,110569.0,327025339.0,10923.0,8881.0,0.8480973821266673,0.9256508999581414,0.9100928456194647
unet_model_07_0_metrics,76975.0,327012877.0,23385.0,42475.0,0.5389085308222774,0.6444118878191712,0.7669888401753687
unet_model_11_0_metrics,83982.0,327022724.0,13538.0,35468.0,0.6315005865190845,0.7030724152365007,0.8611771944216571
unet_model_34_0_metrics,96863.0,327029636.0,6626.0,22587.0,0.7682905549033916,0.8109083298451235,0.9359738716192059
unet_model_29_0_metrics,101539.0,327023197.0,13065.0,17911.0,0.7662453307172773,0.8500544160736709,0.8859987434993543
unet_model_58_0_metrics,102858.0,327028990.0,7272.0,16592.0,0.8116822651157652,0.8610966931770615,0.9339689457913375
unet_model_45_0_metrics,110177.0,326988321.0,47941.0,9273.0,0.6582014564701806,0.9223691921305985,0.6968023880899076
unet_model_69_0_metrics,109486.0,327031173.0,5089.0,9964.0,0.8791302322967103,0.91658434491419,0.9555836788130045
unet_model_62_0_metrics,107714.0,327028721.0,7541.0,11736.0,0.8482018410753518,0.9017496860611134,0.9345711682790334
unet_model_22_0_metrics,98184.0,327023479.0,12783.0,21266.0,0.7425075435027565,0.8219673503557974,0.8848035902565627
unet_model_28_0_metrics,99146.0,327024256.0,12006.0,20304.0,0.7542143378773125,0.8300209292591042,0.8919857492442781
unet_model_15_0_metrics,103862.0,326963718.0,72544.0,15588.0,0.5409648218173485,0.8695018836333194,0.5887668219901817
unet_model_16_0_metrics,95662.0,327021432.0,14830.0,23788.0,0.7124069109323801,0.8008539137714525,0.8657821380733447
unet_model_100_0_metrics,107422.0,327032558.0,3704.0,12028.0,0.8722574987414132,0.8993051485977397,0.966668466425499
unet_model_72_0_metrics,110158.0,327026512.0,9750.0,9292.0,0.8526160990712074,0.9222101297614065,0.9186876605397472
unet_model_85_0_metrics,111169.0,327028984.0,7278.0,8281.0,0.8772252383056626,0.9306739221431561,0.9385547966601095
unet_model_77_0_metrics,107778.0,327031603.0,4659.0,11672.0,0.8684140553867971,0.9022854750941817,0.9585634622055017
unet_model_68_0_metrics,104025.0,327013001.0,23261.0,15425.0,0.7289206858616365,0.8708664713269151,0.817254057791116
unet_model_97_0_metrics,111352.0,327029145.0,7117.0,8098.0,0.879786990289728,0.9322059439095856,0.9399252125028489
