,tp,tn,fp,fn,iou,recall,precision
unet_model_22_0_metrics,0.0,327151761.0,3951.0,0.0,0.0,,0.0
unet_model_28_0_metrics,0.0,327151043.0,4669.0,0.0,0.0,,0.0
unet_model_15_0_metrics,0.0,327153446.0,2266.0,0.0,0.0,,0.0
unet_model_16_0_metrics,0.0,327150235.0,5477.0,0.0,0.0,,0.0
unet_model_72_0_metrics,0.0,327153443.0,2269.0,0.0,0.0,,0.0
unet_model_68_0_metrics,0.0,327153095.0,2617.0,0.0,0.0,,0.0
unet_model_42_0_metrics,0.0,327146426.0,9286.0,0.0,0.0,,0.0
unet_model_30_0_metrics,0.0,327154745.0,967.0,0.0,0.0,,0.0
unet_model_76_0_metrics,0.0,327152827.0,2885.0,0.0,0.0,,0.0
unet_model_46_0_metrics,0.0,327153106.0,2606.0,0.0,0.0,,0.0
unet_model_13_0_metrics,0.0,327144541.0,11171.0,0.0,0.0,,0.0
unet_model_40_0_metrics,0.0,327152719.0,2993.0,0.0,0.0,,0.0
unet_model_35_0_metrics,0.0,327153979.0,1733.0,0.0,0.0,,0.0
unet_model_49_0_metrics,0.0,327152337.0,3375.0,0.0,0.0,,0.0
unet_model_73_0_metrics,0.0,327153209.0,2503.0,0.0,0.0,,0.0
unet_model_06_0_metrics,0.0,327149303.0,6409.0,0.0,0.0,,0.0
unet_model_27_0_metrics,0.0,327150798.0,4914.0,0.0,0.0,,0.0
unet_model_38_0_metrics,0.0,327148721.0,6991.0,0.0,0.0,,0.0
unet_model_50_0_metrics,0.0,327152112.0,3600.0,0.0,0.0,,0.0
unet_model_44_0_metrics,0.0,327153583.0,2129.0,0.0,0.0,,0.0
unet_model_02_0_metrics,0.0,327150347.0,5365.0,0.0,0.0,,0.0
unet_model_01_0_metrics,0.0,327147908.0,7804.0,0.0,0.0,,0.0
unet_model_26_0_metrics,0.0,327114250.0,41462.0,0.0,0.0,,0.0
unet_model_54_0_metrics,0.0,327152369.0,3343.0,0.0,0.0,,0.0
unet_model_74_0_metrics,0.0,327152855.0,2857.0,0.0,0.0,,0.0
unet_model_60_0_metrics,0.0,327153537.0,2175.0,0.0,0.0,,0.0
