,tp,tn,fp,fn,iou,recall,precision
unet_model_19_0_metrics,1573575.0,325174372.0,231006.0,176759.0,0.7941973613816912,0.8990141310172801,0.8719891210203365
unet_model_23_0_metrics,1588513.0,325124890.0,280488.0,161821.0,0.7822019852059905,0.9075485021715856,0.8499262440202011
unet_model_09_0_metrics,1603883.0,324919220.0,486158.0,146451.0,0.7171422924830494,0.9163296833632896,0.7673930798486728
unet_model_14_0_metrics,1562870.0,325200908.0,204470.0,187464.0,0.7995021495761212,0.8928981554377622,0.8843063587085677
unet_model_10_0_metrics,1598177.0,325048907.0,356471.0,152157.0,0.7585785110629603,0.9130697341193167,0.8176290564848505
unet_model_05_0_metrics,1379234.0,325275603.0,129775.0,371100.0,0.7335925736220613,0.7879833220402506,0.9139998502328349
unet_model_04_0_metrics,1661271.0,325096168.0,309210.0,89063.0,0.8066207859603873,0.9491165686091911,0.8430789233694718
unet_model_21_0_metrics,1573666.0,325153359.0,252019.0,176668.0,0.7859083787923508,0.8990661210946025,0.8619592098308306
unet_model_12_0_metrics,1554296.0,325170405.0,234973.0,196038.0,0.7828995717035199,0.8879996617788376,0.8686765377369193
unet_model_20_0_metrics,1581192.0,325151160.0,254218.0,169142.0,0.7888006896304012,0.903365871885023,0.8614925275551512
unet_model_03_0_metrics,1546004.0,324913685.0,491693.0,204330.0,0.6895563701953634,0.8832622802276594,0.7587016126538931
unet_model_17_0_metrics,1568072.0,325222194.0,183184.0,182262.0,0.8109942602034219,0.8958701596381033,0.8953985025604481
unet_model_08_0_metrics,1542711.0,325139222.0,266156.0,207623.0,0.7650476818630393,0.8813809250120263,0.8528603816643235
unet_model_18_0_metrics,1556299.0,325244200.0,161178.0,194035.0,0.8141717132824696,0.8891440147994611,0.9061542017738811
unet_model_07_0_metrics,1571173.0,325026363.0,379015.0,179161.0,0.7378654227183989,0.8976418215037816,0.8056520704670525
unet_model_11_0_metrics,1534978.0,325196878.0,208500.0,215356.0,0.7836182136924313,0.8769629110786855,0.8804114534281476
unet_model_22_0_metrics,1577967.0,325184728.0,220650.0,172367.0,0.8005985842604506,0.901523366397499,0.8773224093845438
unet_model_15_0_metrics,1590516.0,325028921.0,376457.0,159818.0,0.7478478139130738,0.908692855192209,0.8086109977106956
unet_model_16_0_metrics,1579109.0,325165853.0,239525.0,171225.0,0.7935783389677359,0.9021758133019184,0.8682940052808866
unet_model_13_0_metrics,1576766.0,325178252.0,227126.0,173568.0,0.7973693526038453,0.9008372116407497,0.8740911318415958
unet_model_06_0_metrics,1591468.0,325083321.0,322057.0,158866.0,0.7679380966236584,0.9092367513857356,0.8316943860153382
unet_model_02_0_metrics,1491933.0,325227736.0,177642.0,258401.0,0.7738338029104097,0.8523704618661353,0.8936004671847626
unet_model_01_0_metrics,1545750.0,324983225.0,422153.0,204584.0,0.7115117374695453,0.8831171650667815,0.7854807884331697
