,tp,tn,fp,fn,iou,recall,precision
unet_model_19_0_metrics,99532.0,327027571.0,8691.0,19918.0,0.7767381244098298,0.833252406864797,0.9196935956312429
unet_model_23_0_metrics,101240.0,327027897.0,8365.0,18210.0,0.7920823064585534,0.8475512766848053,0.9236804890287852
unet_model_39_0_metrics,102166.0,327029587.0,6675.0,17284.0,0.8100376610505451,0.8553034742570113,0.9386720077911817
unet_model_09_0_metrics,98823.0,327027471.0,8791.0,20627.0,0.77060378506094,0.827316868982838,0.9183098853309049
unet_model_14_0_metrics,99672.0,327029224.0,7038.0,19778.0,0.7879956991967617,0.8344244453746338,0.9340455439977509
unet_model_10_0_metrics,102385.0,327021582.0,14680.0,17065.0,0.7633266234250354,0.8571368773545417,0.8745995814291205
unet_model_05_0_metrics,101636.0,327021388.0,14874.0,17814.0,0.7566481045829487,0.8508664713269151,0.872337138443052
unet_model_04_0_metrics,99514.0,327020858.0,15404.0,19936.0,0.7379388078959467,0.8331017161992466,0.8659565951374023
unet_model_21_0_metrics,100787.0,327027622.0,8640.0,18663.0,0.7868451869779062,0.8437588949351192,0.9210432525793452
unet_model_12_0_metrics,100530.0,327023605.0,12657.0,18920.0,0.7609740589067953,0.8416073670992047,0.8881762039810226
unet_model_37_0_metrics,102362.0,327027920.0,8342.0,17088.0,0.8010047577313134,0.8569443281707828,0.924645902587079
unet_model_32_0_metrics,101102.0,327028756.0,7506.0,18348.0,0.7963546425533256,0.8463959815822519,0.9308890689451974
unet_model_41_0_metrics,101568.0,327028439.0,7823.0,17882.0,0.7980325756444807,0.8502971954792801,0.9284858900640821
unet_model_20_0_metrics,99066.0,327030079.0,6183.0,20384.0,0.7885348594716356,0.8293511929677689,0.9412535986090129
unet_model_31_0_metrics,102063.0,327028736.0,7526.0,17387.0,0.8037975680443549,0.8544411887819171,0.9313252242469591
unet_model_03_0_metrics,96853.0,327016630.0,19632.0,22597.0,0.6963733624768123,0.8108246128087065,0.8314632785337168
unet_model_33_0_metrics,100894.0,327029858.0,6404.0,18556.0,0.801674956695854,0.8446546672247802,0.9403157561184737
unet_model_36_0_metrics,101034.0,327029434.0,6828.0,18416.0,0.8000918608150271,0.845826705734617,0.9366968904711576
unet_model_17_0_metrics,100821.0,327027323.0,8939.0,18629.0,0.7852775549307184,0.8440435328589367,0.9185586734693878
unet_model_08_0_metrics,100406.0,327027228.0,9034.0,19044.0,0.7814669530836524,0.840569275847635,0.9174524853801169
unet_model_25_0_metrics,100486.0,327028668.0,7594.0,18964.0,0.7909543150404584,0.8412390121389702,0.9297372316802368
unet_model_24_0_metrics,100938.0,327027534.0,8728.0,18512.0,0.7874830314094462,0.8450230221850147,0.9204128900479638
unet_model_18_0_metrics,99379.0,327029431.0,6831.0,20071.0,0.7869671605387984,0.8319715362076182,0.9356840222201299
unet_model_07_0_metrics,98511.0,327025748.0,10514.0,20939.0,0.7579868271213567,0.8247048974466303,0.9035634028892456
unet_model_11_0_metrics,102121.0,326961922.0,74340.0,17329.0,0.5269673357758399,0.8549267475931353,0.5787171102963261
unet_model_34_0_metrics,100601.0,327030062.0,6200.0,18849.0,0.8006446478312773,0.8422017580577648,0.9419481091001021
unet_model_29_0_metrics,101388.0,327027323.0,8939.0,18062.0,0.7896938211217472,0.8487902888237756,0.918977222257471
unet_model_22_0_metrics,100537.0,327029206.0,7056.0,18913.0,0.7947211989945141,0.8416659690246965,0.9344195254338108
unet_model_28_0_metrics,100586.0,327027825.0,8437.0,18864.0,0.7865224768741155,0.8420761825031394,0.9226126597140053
unet_model_15_0_metrics,99637.0,327027569.0,8693.0,19813.0,0.7775453985001132,0.8341314357471745,0.9197544539831994
unet_model_16_0_metrics,99090.0,327027540.0,8722.0,20360.0,0.7731017694972381,0.8295521138551696,0.919099914666271
unet_model_42_0_metrics,100641.0,327029381.0,6881.0,18809.0,0.7966453206259746,0.8425366262034324,0.9360037945722736
unet_model_30_0_metrics,101576.0,327028544.0,7718.0,17874.0,0.7987544036235531,0.8503641691084136,0.9293831317364174
unet_model_13_0_metrics,96533.0,327029014.0,7248.0,22917.0,0.7619141580766863,0.8081456676433654,0.93016062670431
unet_model_40_0_metrics,101901.0,327028602.0,7660.0,17549.0,0.8016757139485485,0.8530849727919632,0.930084610399686
unet_model_35_0_metrics,101359.0,327028395.0,7867.0,18091.0,0.7961152084953306,0.8485475094181666,0.9279750242616227
unet_model_06_0_metrics,98243.0,327026994.0,9268.0,21207.0,0.7632421261983561,0.8224612808706572,0.9137948675019301
unet_model_27_0_metrics,101589.0,327028433.0,7829.0,17861.0,0.7981599478311426,0.8504730012557555,0.9284487013105704
unet_model_38_0_metrics,100725.0,327029568.0,6694.0,18725.0,0.798492199391172,0.8432398493093345,0.9376832776324486
unet_model_02_0_metrics,88851.0,327024793.0,11469.0,30599.0,0.6786715450011076,0.7438342402678945,0.8856758373205742
unet_model_01_0_metrics,80078.0,327029346.0,6916.0,39372.0,0.6336989380054762,0.6703892842193386,0.9205002643860496
unet_model_26_0_metrics,101402.0,327026590.0,9672.0,18048.0,0.7853193104196031,0.8489074926747593,0.9129229162540289
